aac00300,20,22,3,4,1,46,1.760869565,2.2,0,0,0,2.749166667,1.1,1.9,0,0,2.2,0.03125,1.1,1.15,0.447237078,0.907916667,0.105000001
aac00310,6,3,3,1,1,3,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00330,46,98,3,6,1,237,2.206751055,3.913043478,0,0,2,4.967417184,2,10.7826087,0,0.086956522,4,0.01141231,2,2.195652174,0.504841775,1.2496741,0.175698758
aac00340,9,9,3,2,1,8,1.125,1.555555556,0,0,1,1.555555556,1,0.111111111,0,0.222222222,2,0.009259259,1,0.666666667,0.527777778,0.592592592,0
aac00350,13,15,4,1,1,12,1,1.846153846,0,0,0,2.230769231,0.923076923,0,0,0,1.846153846,0,0.923076923,0.538461538,0.538461538,0.538461538,0.153846154
aac00360,10,12,3,1,1,9,1,1.8,0,0,0,2.066666667,0.9,0,0,0,1.8,0,0.9,0.5,0.5,0.5,0.266666667
aac00361,5,3,2,2,1,4,1.25,1.2,0,0,0,1.4,0.6,0.2,0,0,1.2,0.1,0.6,0.8,0.533333334,0.7,0
aac00362,17,18,4,4,1,35,1.657142857,1.882352941,0,0,2,2.466666667,1.058823529,1.352941176,0,0.235294118,2.117647059,0.047385621,1.058823529,1.411764706,0.509977931,1.058823529,0.07745098
aac00364,5,3,2,1,1,3,1,1.2,0,0,0,1.4,0.6,0,0,0,1.2,0,0.6,0.6,0.6,0.6,0
aac00380,6,3,3,1,1,3,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00400,34,84,1,7,1,150,2.293333333,4.352941176,0,0,2,4.904936975,2.235294118,8.176470588,0,0.117647059,4.470588235,0.005403297,2.235294118,1.911764706,0.605995349,1.44410822,0.293624269
aac00401,2,2,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00410,10,12,2,2,1,17,1.294117647,2.4,0,0,0,2.98,1.2,0.5,0,0,2.4,0.016666666,1.2,0.7,0.438095238,0.59,0.245
aac00430,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00450,9,8,2,4,1,16,1.8125,1.777777778,0,0,0,2.074074074,0.888888889,2.111111111,0,0,1.777777778,0.048148148,0.888888889,1.444444444,0.626068376,1.103703703,0
aac00460,8,9,2,1,1,9,1,2.25,0,0,0,2.6875,1.125,0,0,0,2.25,0,1.125,0.625,0.625,0.625,0.21875
aac00471,7,7,1,3,1,13,1.615384615,2,0,0,0,2.333333333,1,1.142857143,0,0,2,0.038095237,1,1,0.452380953,0.785714286,0.166666667
aac00473,9,18,1,2,1,26,1.346153846,3.777777778,0,0,1,4.394179894,2,1,0,0.222222222,4,0.017857142,2,0.888888889,0.583527584,0.799603174,0.384920634
aac00480,6,4,2,1,1,4,1,1.333333333,0,0,0,1.5,0.666666667,0,0,0,1.333333333,0,0.666666667,0.5,0.5,0.5,0
aac00500,10,6,4,1,1,6,1,1.2,0,0,0,1.4,0.6,0,0,0,1.2,0,0.6,0.6,0.6,0.6,0
aac00520,31,60,3,3,1,86,1.360465116,3.677419355,0,0,2,4.308986175,1.903225806,1.741935484,0,0.129032258,3.806451613,0.008371735,1.903225806,1.129032258,0.613786483,0.860752688,0.297235023
aac00521,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00550,20,23,1,9,1,130,3.730769231,2.3,0,0,0,3.1825,1.15,23.15,0,0,2.3,0.051900586,1.15,3.6,0.265532417,2.575861777,0.045833333
aac00561,8,6,2,2,1,8,1.25,1.5,0,0,0,1.75,0.75,0.25,0,0,1.5,0.041666668,0.75,0.875,0.552083334,0.729166666,0
aac00562,5,3,2,2,1,4,1.25,1.2,0,0,0,1.4,0.6,0.2,0,0,1.2,0.1,0.6,0.8,0.533333334,0.7,0
aac00564,22,33,3,5,1,67,1.791044776,3,0,0,0,3.307575758,1.5,3.318181818,0,0,3,0.008856952,1.5,1.227272727,0.633623176,0.922763348,0.165909091
aac00590,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00620,36,114,1,5,1,344,2.279069767,6.222222222,0,0,2,7.253317747,3.166666667,15.02777778,0,0.111111111,6.333333333,0.010270775,3.166666667,2.138888889,0.497762767,1.337626089,0.304645972
aac00621,6,4,2,2,1,5,1.2,1.333333333,0,0,0,1.5,0.666666667,0.166666667,0,0,1.333333333,0.027777778,0.666666667,0.666666667,0.458333333,0.555555555,0
aac00622,9,8,2,3,1,14,1.571428571,1.777777778,0,0,0,2.148148148,0.888888889,0.888888889,0,0,1.777777778,0.094444444,0.888888889,1.333333333,0.495370371,0.955555556,0.092592593
aac00625,7,4,3,2,1,5,1.2,1.142857143,0,0,0,1.285714286,0.571428571,0.142857143,0,0,1.142857143,0.071428571,0.571428571,0.714285714,0.523809524,0.642857143,0
aac00627,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00630,19,39,2,4,1,76,1.697368421,4,0,0,1,5.093567251,2.052631579,3.315789474,0,0.105263158,4.105263158,0.011622807,2.052631579,1.578947368,0.610169738,1.122939926,0.324018379
aac00640,18,31,5,2,1,34,1.088235294,3.444444444,0,0,0,3.738095238,1.722222222,0.166666667,0,0,3.444444444,0.003968254,1.722222222,0.833333333,0.642526455,0.694973545,0.297619048
aac00642,5,4,1,1,1,4,1,1.6,0,0,0,1.8,0.8,0,0,0,1.6,0,0.8,0.4,0.4,0.4,0
aac00643,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aac00650,18,30,3,3,1,39,1.333333333,3.111111111,0,0,0,3.513888889,1.555555556,0.888888889,0,0,3.111111111,0.017195767,1.555555556,1.055555556,0.581128748,0.800793651,0.285185184
aac00660,6,11,1,2,1,12,1.083333333,3.666666667,0,0,0,4.233333333,1.833333333,0.166666667,0,0,3.666666667,0.008333333,1.833333333,0.833333333,0.638888888,0.7,0.383333333
aac00670,11,29,1,2,1,37,1.216216216,5.272727273,0,0,0,6.565151515,2.636363636,1.454545455,0,0,5.272727273,0.008080807,2.636363636,1.181818182,0.833333334,1.018181818,0.267135643
aac00680,7,7,1,3,1,12,1.5,2,0,0,0,2.238095238,1,0.857142857,0,0,2,0.028571429,1,1.285714286,0.567460319,0.947619047,0.11904762
aac00720,14,11,4,2,1,14,1.214285714,1.571428571,0,0,0,1.833333333,0.785714286,0.214285714,0,0,1.571428571,0.053571429,0.785714286,0.857142857,0.577380953,0.738095238,0.083333334
aac00730,18,20,3,3,1,33,1.515151515,2.222222222,0,0,0,3.115740741,1.111111111,0.944444444,0,0,2.222222222,0.034511785,1.111111111,1.222222222,0.472685186,0.843518518,0.054629631
aac00740,10,8,2,3,1,12,1.416666667,1.6,0,0,0,1.8,0.8,0.5,0,0,1.6,0.071666666,0.8,1,0.491666667,0.783333333,0
aac00750,5,5,2,1,1,3,1,1.2,0,0,0,1.4,0.6,0,0,0,1.2,0,0.6,0.4,0.4,0.4,0
aac00760,17,22,2,7,1,65,2.523076923,2.588235294,0,0,0,2.864705882,1.294117647,5.882352941,0,0,2.588235294,0.031997415,1.294117647,2.117647059,0.426501146,1.206752397,0.198039216
aac00770,22,29,1,10,1,119,3.554621849,2.636363636,0,0,0,3.078030303,1.318181818,21.22727273,0,0,2.636363636,0.032900433,1.318181818,3.409090909,0.360547083,1.771838812,0.159090909
aac00780,7,5,2,3,1,8,1.5,1.428571429,0,0,0,1.571428571,0.714285714,0.571428571,0,0,1.428571429,0.047619049,0.714285714,1.142857143,0.595238096,0.928571429,0
aac00785,5,6,1,3,1,10,1.5,2.4,0,0,0,2.533333333,1.2,1,0,0,2.4,0.083333334,1.2,1.6,0.593333334,1.15,0.166666668
aac00790,10,12,3,2,1,18,1.388888889,1.8,0,0,2,2,1.1,0.8,0,0.4,2.2,0.035,1.1,0.9,0.505357142,0.74,0.083333334
aac00860,18,17,2,6,1,36,2.083333333,1.888888889,0,0,0,2,0.944444444,2.166666667,0,0,1.888888889,0.010317459,0.944444444,1.666666667,0.537538851,1.125308642,0.027777778
aae00010,26,57,1,4,1,82,1.475609756,4.307692308,0,0,1,5.48009768,2.192307692,1.576923077,0,0.076923077,4.384615385,0.0025,2.192307692,1.076923077,0.444456129,0.687270422,0.18513431
aae00020,29,45,1,4,1,109,1.880733945,3.034482759,0,0,1,7.299753695,1.551724138,3.310344828,0,0.068965517,3.103448276,0.004378763,1.551724138,0.827586207,0.237157422,0.575046649,0.139775167
aae00030,22,47,1,3,1,92,1.673913043,4.090909091,0,0,2,5.744805195,2.136363636,3.5,0,0.181818182,4.272727273,0.006709956,2.136363636,1,0.41804364,0.776037851,0.207693821
aae00040,7,6,2,2,1,7,1.142857143,1.714285714,0,0,0,2.142857143,0.857142857,0.142857143,0,0,1.714285714,0.011904761,0.857142857,0.571428571,0.4,0.464285714,0.11904762
aae00051,10,13,2,2,1,15,1.133333333,2.6,0,0,0,2.85,1.3,0.5,0,0,2.6,0.010000001,1.3,0.9,0.655,0.758333333,0.133333333
aae00052,4,4,1,1,1,4,1,2,0,0,0,2.416666667,1,0,0,0,2,0,1,0.5,0.5,0.5,0.291666668
aae00061,39,122,1,3,1,248,1.685483871,3.948717949,0,0,22,5.661072261,2.538461538,4.358974359,0,1.128205128,5.076923077,0.003100266,2.538461538,1.076923077,0.416594613,0.749615385,0.156902357
aae00071,6,4,2,1,1,4,1,1.333333333,0,0,0,2,0.666666667,0,0,0,1.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0
aae00100,12,13,1,3,1,20,1.45,2.166666667,0,0,0,2.430555556,1.083333333,0.75,0,0,2.166666667,0.006818183,1.083333333,1.166666667,0.545093796,0.860119048,0.097222223
aae00120,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00130,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00190,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00220,21,27,1,4,1,54,1.740740741,2.571428571,0,0,0,3.420634921,1.285714286,1.904761905,0,0,2.571428571,0.005012532,1.285714286,0.952380952,0.432322929,0.701165501,0.133333334
aae00230,54,101,2,11,1,498,3.995983936,3.666666667,0,0,1,4.233619929,1.851851852,50.16666667,0,0.037037037,3.703703704,0.010835149,1.851851852,2.944444444,0.39448142,1.824730586,0.268849207
aae00240,39,67,3,5,1,153,1.91503268,3.179487179,0,0,2,3.605189255,1.641025641,6.435897436,0,0.102564103,3.282051282,0.009302896,1.641025641,1.769230769,0.494563498,1.160042735,0.195299146
aae00251,22,81,1,3,1,108,1.333333333,7.090909091,0,0,3,11.40698191,3.681818182,1.636363636,0,0.272727273,7.363636364,0.003896104,3.681818182,1,0.354915809,0.594139928,0.332377263
aae00252,26,89,1,2,1,109,1.183486239,6.846153846,0,0,0,9.688996901,3.423076923,1.192307692,0,0,6.846153846,0.001282051,3.423076923,0.692307692,0.378508991,0.482351836,0.294442098
aae00260,21,32,2,4,1,58,1.586206897,3.047619048,0,0,0,4.194973545,1.523809524,2.19047619,0,0,3.047619048,0.02089947,1.523809524,1.19047619,0.435819075,0.826058201,0.232407408
aae00271,11,14,1,4,1,26,1.730769231,2.545454545,0,0,0,2.825757576,1.272727273,1.818181818,0,0,2.545454545,0.01919192,1.272727273,1.454545455,0.536507936,1.125757575,0.136363638
aae00272,11,23,2,1,1,23,1,4.181818182,0,0,0,4.636363636,2.090909091,0,0,0,4.181818182,0,2.090909091,0.545454545,0.545454545,0.545454545,0.266666667
aae00280,6,4,2,1,1,4,1,1.333333333,0,0,0,2,0.666666667,0,0,0,1.333333333,0,0.666666667,0.666666667,0.666666667,0.666666667,0
aae00290,24,27,4,3,1,37,1.432432432,2.083333333,0,0,0,2.579861111,1.041666667,0.666666667,0,0,2.083333333,0.016636142,1.041666667,1.083333333,0.612599206,0.874305555,0.143055556
aae00300,19,23,2,4,1,50,1.82,2.421052632,0,0,0,3.092105263,1.210526316,2.315789474,0,0,2.421052632,0.033312447,1.210526316,1.157894737,0.413552264,0.924122807,0.127192983
aae00310,3,2,1,1,1,2,1,1.333333333,0,0,0,1.666666667,0.666666667,0,0,0,1.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0
aae00330,12,10,3,2,1,12,1.166666667,1.666666667,0,0,0,2.25,0.833333333,0.166666667,0,0,1.666666667,0.005555556,0.833333333,0.5,0.395833333,0.444444444,0.090277778
aae00340,13,13,2,3,1,18,1.333333333,2,0,0,0,2.256410256,1,0.461538462,0,0,2,0.008241758,1,1,0.602564103,0.846153846,0.128205128
aae00350,5,5,2,1,1,3,1,1.2,0,0,0,1.4,0.6,0,0,0,1.2,0,0.6,0.4,0.4,0.4,0
aae00360,3,4,1,1,1,2,1,1.333333333,0,0,0,1.666666667,0.666666667,0,0,0,1.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0
aae00361,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00364,3,3,1,1,1,3,1,2,0,0,0,2,1,0,0,0,2,0,1,0.666666667,0.666666667,0.666666667,0.5
aae00380,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00400,35,80,1,8,1,212,3.216981132,3.771428571,0,0,2,4.496394558,1.942857143,24.42857143,0,0.114285714,3.885714286,0.011968424,1.942857143,2.028571429,0.354701573,1.399381935,0.230986395
aae00401,2,2,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00410,6,6,1,2,1,8,1.25,2,0,0,0,3.097222222,1,0.333333333,0,0,2,0.016666667,1,0.5,0.285714285,0.4,0.125
aae00450,9,6,3,2,1,8,1.25,1.333333333,0,0,0,1.555555556,0.666666667,0.222222222,0,0,1.333333333,0.074074074,0.666666667,0.777777778,0.490740741,0.648148148,0
aae00460,3,2,1,1,1,2,1,1.333333333,0,0,0,1.666666667,0.666666667,0,0,0,1.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0
aae00471,7,6,1,3,1,12,1.666666667,1.714285714,0,0,0,2.380952381,0.857142857,1.142857143,0,0,1.714285714,0.038095237,0.857142857,0.857142857,0.30952381,0.642857143,0
aae00473,7,8,1,2,1,11,1.363636364,2,0,0,1,4.761904762,1.142857143,0.571428571,0,0.285714286,2.285714286,0.019047619,1.142857143,0.428571429,0.228571429,0.380952381,0.147619047
aae00500,6,8,1,3,1,12,1.5,2.333333333,0,0,1,2.847222222,1.333333333,1,0,0.333333333,2.666666667,0.05,1.333333333,1.333333333,0.5,0.944444443,0.305555557
aae00520,8,10,1,2,1,14,1.285714286,2.5,0,0,0,3.929166667,1.25,0.5,0,0,2.5,0.011904763,1.25,0.625,0.316666666,0.453571429,0.14375
aae00521,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00530,11,13,2,3,1,22,1.5,2.363636364,0,0,0,2.936363636,1.181818182,1,0,0,2.363636364,0.017857143,1.181818182,0.909090909,0.36060606,0.607142856,0.115151515
aae00540,15,12,3,5,1,23,1.913043478,1.6,0,0,0,1.777777778,0.8,1.4,0,0,1.6,0.015555555,0.8,1.333333333,0.449444445,0.927777778,0
aae00550,21,25,1,8,1,104,3.221153846,2.380952381,0,0,0,2.575396825,1.19047619,11,0,0,2.380952381,0.028947368,1.19047619,3.428571429,0.384237484,2.17675737,0.130952382
aae00562,4,2,2,1,1,2,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00564,7,6,2,1,1,6,1,1.714285714,0,0,0,1.857142857,0.857142857,0,0,0,1.714285714,0,0.857142857,0.571428571,0.571428571,0.571428571,0
aae00620,21,63,1,4,1,127,1.811023622,5.904761905,0,0,1,7.199089535,3,5.571428571,0,0.095238095,6,0.012907269,3,1.619047619,0.390177647,0.90408719,0.286860098
aae00627,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00630,11,21,1,3,1,27,1.37037037,3.636363636,0,0,1,3.91969697,1.909090909,0.909090909,0,0.181818182,3.818181818,0.01010101,1.909090909,1,0.635281385,0.922727273,0.295454546
aae00640,10,10,3,1,1,10,1,2,0,0,0,2.4,1,0,0,0,2,0,1,0.4,0.4,0.4,0.2
aae00641,4,2,2,1,1,2,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00650,5,6,1,1,1,6,1,2.4,0,0,0,2.733333333,1.2,0,0,0,2.4,0,1.2,0.6,0.6,0.6,0.266666666
aae00660,5,4,1,1,1,4,1,1.6,0,0,0,3.4,0.8,0,0,0,1.6,0,0.8,0.2,0.2,0.2,0
aae00670,13,45,1,2,1,58,1.310344828,6.153846154,0,0,1,7.149267399,3.153846154,3.692307692,0,0.153846154,6.307692308,0.010489509,3.153846154,1.384615385,0.789447733,1.116550116,0.21541514
aae00680,7,5,2,1,1,5,1,1.428571429,0,0,0,2.714285714,0.714285714,0,0,0,1.428571429,0,0.714285714,0.285714286,0.285714286,0.285714286,0
aae00710,13,20,3,3,1,27,1.333333333,2.923076923,0,0,1,3.406410256,1.538461538,0.692307692,0,0.153846154,3.076923077,0.012362638,1.538461538,1.153846154,0.566239317,0.893772894,0.252564102
aae00720,12,9,3,3,1,13,1.384615385,1.5,0,0,0,1.75,0.75,0.416666667,0,0,1.5,0.041666668,0.75,0.833333333,0.415674603,0.631944444,0
aae00730,14,11,4,2,1,15,1.266666667,1.571428571,0,0,0,2.447619048,0.785714286,0.285714286,0,0,1.571428571,0.006802721,0.785714286,0.857142857,0.491666667,0.684523809,0
aae00740,10,8,2,3,1,12,1.416666667,1.6,0,0,0,1.8,0.8,0.5,0,0,1.6,0.071666666,0.8,1,0.491666667,0.783333333,0
aae00750,2,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00760,14,19,1,6,1,57,2.333333333,2.714285714,0,0,0,3.161904762,1.357142857,5.428571429,0,0,2.714285714,0.034798535,1.357142857,1.928571429,0.421564159,1.176817231,0.260714286
aae00770,21,27,1,10,1,117,3.598290598,2.571428571,0,0,0,3.211904762,1.285714286,22.23809524,0,0,2.571428571,0.038095238,1.285714286,3.476190476,0.282477896,1.760973993,0.132539682
aae00780,7,5,2,4,1,11,1.909090909,1.428571429,0,0,0,1.571428571,0.714285714,1.428571429,0,0,1.428571429,0.119047619,0.714285714,1.571428571,0.50952381,1.142857143,0
aae00785,4,2,2,1,1,2,1,1,0,0,0,1,0.5,0,0,0,1,0,0.5,0.5,0.5,0.5,0
aae00790,10,12,3,2,1,16,1.3125,1.8,0,0,2,1.966666667,1.1,0.6,0,0.4,2.2,0.041666667,1.1,0.9,0.513333334,0.725,0.15
aae00860,16,16,1,6,1,35,2.114285714,2,0,0,0,2.125,1,2.4375,0,0,2,0.011607142,1,1.8125,0.542231207,1.203472223,0.031250001
aau00010,50,126,1,5,1,257,1.992217899,4.96,0,0,2,7.166782162,2.52,8.34,0,0.08,5.04,0.002168367,2.52,1.24,0.395643753,0.838054635,0.264222444
aau00020,36,82,1,4,1,181,1.779005525,4.444444444,0,0,2,8.044623818,2.277777778,5.194444444,0,0.111111111,4.555555556,0.003291317,2.277777778,1.027777778,0.342299003,0.737184624,0.271541248
aau00030,30,83,1,4,1,182,1.873626374,4.733333333,0,0,6,6.649563492,2.633333333,6.5,0,0.4,5.266666667,0.006527093,2.633333333,1.466666667,0.477745069,1.028255146,0.232566137
aau00031,6,5,2,3,1,7,1.571428571,1.333333333,0,0,0,1.5,0.666666667,0.666666667,0,0,1.333333333,0.11111111,0.666666667,1.166666667,0.527777778,0.916666667,0
aau00040,26,33,2,5,1,70,2.071428571,2.538461538,0,0,0,2.989102564,1.269230769,2.884615385,0,0,2.538461538,0.00570082,1.269230769,1.615384615,0.455105315,1.113492063,0.153205128
aau00051,23,36,1,5,1,93,2.032258065,3.130434783,0,0,0,3.75621118,1.565217391,4.260869565,0,0,3.130434783,0.009034444,1.565217391,2.217391304,0.610859379,1.396800301,0.214078676
aau00052,29,42,2,3,1,64,1.40625,2.896551724,0,0,0,4.101724138,1.448275862,0.896551724,0,0,2.896551724,0.004269293,1.448275862,1.413793103,0.595566503,1.002873563,0.165968802
aau00053,4,3,1,1,1,3,1,1.5,0,0,0,2.5,0.75,0,0,0,1.5,0,0.75,0.25,0.25,0.25,0
aau00061,28,84,2,5,1,406,2.509852217,3.357142857,0,0,29,4.69047619,2.714285714,21.89285714,0,2.071428571,5.428571429,0.036488094,2.714285714,3.071428571,0.415418804,2.039995823,0.176445578
aau00071,38,70,2,5,1,138,1.855072464,3.210526316,0,0,1,4.109711779,1.631578947,3.105263158,0,0.052631579,3.263157895,0.002609465,1.631578947,1.210526316,0.484724386,0.816140351,0.098579783
aau00072,9,15,1,2,1,20,1.25,3.333333333,0,0,0,4.77037037,1.666666667,0.777777778,0,0,3.333333333,0.009920634,1.666666667,0.777777778,0.366666667,0.55,0.340740741
aau00100,9,7,2,3,1,11,1.454545455,1.555555556,0,0,0,1.666666667,0.777777778,0.555555556,0,0,1.555555556,0.018518519,0.777777778,1.111111111,0.544973546,0.861111111,0
aau00120,7,4,3,1,1,4,1,1.142857143,0,0,0,1.285714286,0.571428571,0,0,0,1.142857143,0,0.571428571,0.571428571,0.571428571,0.571428571,0
aau00130,10,7,3,2,1,8,1.125,1.4,0,0,0,1.7,0.7,0.1,0,0,1.4,0.05,0.7,0.6,0.466666667,0.55,0
aau00150,7,6,2,2,1,7,1.142857143,1.714285714,0,0,0,1.857142857,0.857142857,0.285714286,0,0,1.714285714,0.023809523,0.857142857,0.714285714,0.535714286,0.619047619,0
aau00220,23,28,2,4,1,39,1.512820513,2.173913043,0,0,0,2.773913043,1.086956522,0.869565217,0,0,2.173913043,0.002542589,1.086956522,0.869565217,0.44844027,0.654710145,0.154347827
aau00230,74,193,2,11,1,915,3.862295082,4.756756757,0,0,5,5.127252252,2.445945946,75.68918919,0,0.135135135,4.891891892,0.007121105,2.445945946,3,0.49564185,1.864188058,0.256917632
aau00240,37,61,1,6,1,157,2.21656051,3.135135135,0,0,1,3.503603604,1.594594595,6.351351351,0,0.054054054,3.189189189,0.004096954,1.594594595,1.864864865,0.503079571,1.336854437,0.240990992
aau00251,25,107,1,4,1,162,1.475308642,8.24,0,0,4,11.90308792,4.28,3.08,0,0.32,8.56,0.00557971,4.28,1.2,0.351684594,0.682437564,0.330095992
aau00252,34,147,2,3,1,172,1.26744186,7.588235294,0,0,0,9.652744137,3.794117647,2.088235294,0,0,7.588235294,0.006531923,3.794117647,0.852941176,0.438854306,0.589289464,0.377669989
aau00260,45,115,3,9,1,342,2.523391813,5.111111111,0,0,0,6.207566939,2.555555556,14.15555556,0,0,5.111111111,0.008692025,2.555555556,2.288888889,0.439016246,1.249075248,0.224927142
aau00271,15,52,1,3,1,60,1.383333333,5.333333333,0,0,0,6.528835979,2.666666667,2.666666667,0,0,5.333333333,0.008424908,2.666666667,1.333333333,0.599874848,0.931969697,0.250396825
aau00272,14,39,2,2,1,31,1.064516129,4.142857143,0,0,0,5.075680272,2.071428571,0.285714286,0,0,4.142857143,0.001587301,2.071428571,0.642857143,0.558441559,0.587301587,0.227891157
aau00280,17,25,2,5,1,54,1.851851852,2.705882353,0,0,2,3.673809524,1.470588235,2.705882353,0,0.235294118,2.941176471,0.020499109,1.470588235,1.705882353,0.523669468,1.052215431,0.260364145
aau00281,6,5,1,2,1,6,1.166666667,1.666666667,0,0,0,1.833333333,0.833333333,0.166666667,0,0,1.666666667,0.008333333,0.833333333,0.666666667,0.458333333,0.555555555,0
aau00290,26,33,2,4,1,52,1.615384615,2.307692308,0,0,0,2.875,1.153846154,1.230769231,0,0,2.307692308,0.00243235,1.153846154,1.307692308,0.585183619,1.012820513,0.148076924
aau00300,20,26,1,9,1,121,3.933884298,2.6,0,0,0,3.0075,1.3,29.65,0,0,2.6,0.051900585,1.3,3.45,0.3109191,2.257632375,0.120833334
